opponent,home_away,date,date_str,goalie,opp_goalie,sog,opp_sog,fop,opp_fop,pp,ppp,opp_pp,opp_ppp,pim,opp_pim,hits,opp_hits,bs,opp_bs,gv,opp_gv,tk,opp_tk,goals,opp_goals,penalties,opp_penalties,stars,result
Utah Hockey Club,away,2024-11-18,2024-11-18,C. Lindgren,C. Ingram,24,26,47.4,52.6,1/3,33.3,0/7,0.0,21,13,14,10,20,6,14,19,6,9,"['Dylan Strome (6) - P1 07:46 (Unassisted)', 'Nic Dowd (5) - P1 07:56 (B. Duhaime (3), T. Raddysh (5))', 'Alex Ovechkin (14) - P1 11:05 (P. Dubois (11))', 'Alex Ovechkin (15) PP - P2 05:38 (J. Carlson (12), D. Strome (22))', 'Brandon Duhaime (4) - P3 07:30 (T. van Riemsdyk (9), L. Eller (4))', 'Aliaksei Protas (7) - P3 09:56 (A. Mangiapane (4))']","['Jack McBain (5) - P1 03:05 (K. Stenlund (2), I. Cole (6))', 'Nick Bjugstad (3) - P2 11:44 (N. Schmaltz (13), C. Keller (10))']","['Alex Ovechkin - hooking (2min) P1 05:05', 'Bench - too-many-men-on-the-ice (2min) P1 14:46', 'Bench - too-many-men-on-the-ice (2min) P1 16:21', 'Bench - delaying-game-unsuccessful-challenge (2min) P1 19:32', 'John Carlson - interference (2min) P2 06:15', 'Tom Wilson - roughing (2min) P2 14:11', 'Tom Wilson - roughing (2min) P2 14:11', 'Jakub Vrana - delaying-game-puck-over-glass (2min) P3 02:39', 'Tom Wilson - fighting (5min) P3 16:51']","['Juuso Valimaki - interference (2min) P1 09:02', 'Maveric Lamoureux - holding (2min) P2 03:51', 'Jack McBain - tripping (2min) P2 05:34', 'Lawson Crouse - roughing (2min) P2 14:11', 'Jack McBain - fighting (5min) P3 16:51']","['A. Ovechkin L8 (WSH)', 'D. Strome C17 (WSH)', 'B. Duhaime R22 (WSH)']",Win
